기준연월,SGG_ID,행정구역별,전월대비방문인구증감률,코드분류,인구감소소멸지역코드,티맵_자연관광지_검색건수,티맵_역사관광지_검색건수,티맵_휴양관광지_검색건수,티맵_공연_행사_검색건수,티맵_문화시설_검색건수,티맵_레포츠(육상해상항공)_검색건수,티맵_쇼핑_검색건수,티맵_식음료_검색건수,티맵_숙박_검색건수,티맵_기타관광지_검색건수,비씨카드_내국인_소비금액,비씨카드_외국인_소비금액,비씨카드_거주민_소비금액,외국인관광객수_무박,외국인관광객수_1박,외국인관광객수_2박,외국인관광객수_3박이상,외지인관광객수_무박,외지인관광객수_1박,외지인관광객수_2박,외지인관광객수_3박이상,남녀성비,전입인구,전출인구,순이동인구,고령인구비율,혼인건수,이혼건수,주민등록인구,지가변동률
202001,47930,울진군,-2.12158,3,2,21796,925,7410,86,1717,816,1880,10125,9897,5574,2670840323,61878080,2381742703,1347.506,88.08456,44.97935,116.1967,484393,94486,54978,66780,99.9,429,503,-74,27.2,7,21,49188,0.198
202001,47940,울릉군,46.86358,2,2,169,0,0,,0,0,0,3,10,43,87855990,,326275955,2351.397,80.0732,0,0,25994.5,2306.5,1491,8592.5,119.8,91,178,-87,24.5,1,2,9521,0.5
202001,48121,창원시 의창구,3.818835,0,0,5394,1943,6783,535,1132,2206,4521,42532,5702,724,17352784069,820100,19397311925,1993.141,171.3068,117.8301,549.2693,3012370,145456.5,65905,161696.5,102.7,"2,965","2,992",-27,13.5,41,115,208916,-0.132
202001,48123,창원시 성산구,3.502333,0,0,3407,1686,454,3413,4535,856,8507,66240,11214,1040,18659091695,10293460,20480522003,2914.113,251.2016,237.246,756.2215,2415816,127337,58793,159015.5,102.7,"2,965","2,992",-27,13.5,34,42,208916,-0.119
202001,48125,창원시 마산합포구,2.649008,0,0,3475,1318,553,1190,657,424,8190,32290,5492,6295,12519106848,952700,14827867215,1629.17,165.4155,79.26157,234.3386,1987286,109592,49343,106512,102.7,"2,965","2,992",-27,13.5,23,39,208916,-0.041
202001,48127,창원시 마산회원구,-0.83562,1,0,631,860,196,1676,135,192,2702,16048,1358,750,14033998370,,14710492688,1039.643,101.3131,58.70479,326.6637,1749699,103659.5,51793,118650,102.7,"2,965","2,992",-27,13.5,115,215,208916,-0.037
202001,48129,창원시 진해구,2.765978,0,0,6895,894,541,967,355,4664,7323,42388,3306,4317,8796228868,1428300,15075059429,3279.673,559.6997,248.941,643.2369,1235553,90135.5,45899,111373.5,102.7,"2,965","2,992",-27,13.5,11,37,208916,-0.064
202001,48170,진주시,0.95668,0,0,2953,3396,965,3120,1249,1498,12971,71533,8884,1705,12092031309,592800,30481923797,1457.501,150.3462,121.5233,370.023,1688827,207977,103866,206559.5,97.9,"4,854","4,655",199,16.2,60,95,347489,0.068
202001,48220,통영시,0.168184,2,1,16844,2189,18,1010,2077,8374,14635,32482,21277,14996,5574784792,,10554280247,9895.766,406.8118,166.7113,316.2079,1044421,179623.5,78337,105381.5,101.1,"1,189","1,459",-270,18.3,72,150,131089,-0.075
202001,48240,사천시,-3.06789,3,1,8342,2816,183,1333,1490,3394,7201,26815,8186,10367,6810653952,5279600,8046912679,973.8023,63.95374,66.51189,238.7606,1136289,102235,51842,85991.5,101.7,"1,576","1,606",-30,21.1,27,106,111845,0.084
202001,48250,김해시,-0.13058,1,0,6542,5774,9982,3879,3886,8007,34936,108857,10837,4276,21103213919,124990,47989636836,4446.219,364.0956,279.9373,1328.816,2956160,232501.5,111076,293475,102.3,"6,424","6,214",210,10.7,35,84,542713,0.101
202001,48270,밀양시,-4.28016,3,2,2828,6466,292,264,971,2205,841,14152,4311,4885,3375036834,,6107028088,738.2466,48.14652,40.1221,182.5555,852932.5,99918,46599,69912.5,95.7,"1,464","1,462",2,27.2,30,52,105459,0.256
202001,48310,거제시,2.627574,0,0,27857,9199,9210,530,1208,3546,4285,53445,40114,16219,7938805547,139700,20276403241,9320.022,474.4864,315.1698,1078.851,1386791,240418.5,124754,215894,110.3,"2,853","3,040",-187,10.1,33,61,248130,-0.042
202001,48330,양산시,2.333808,0,0,5085,15321,2235,4535,2423,19924,14959,76211,10227,2808,17438036140,554390,30191293778,3914.896,373.44,211.616,684.6399,2317361,186245.5,89915,201943,100.8,"4,778","4,404",374,12.8,38,78,351168,0.039
202001,48720,의령군,-8.49559,3,2,392,2049,,,512,1255,633,2511,471,570,869353142,,1027378830,99.18826,12.39853,4.508557,3.381418,286566,33551,15498,21402.5,95.1,222,228,-6,35.8,0,7,27131,0.09
202001,48730,함안군,-3.61387,3,2,1151,1559,13,198,232,1290,648,6907,1153,588,5035185368,,3410175978,490.8291,33.95673,34.98572,162.5807,752272.5,51726.5,23534,44397.5,102.3,574,747,-173,23.5,5,14,65491,0.146
202001,48740,창녕군,-5.95477,3,2,3358,1122,2515,,1519,2711,881,6543,7712,558,4952781670,,3174391764,343.0146,32.24924,29.31749,156.3599,671464.5,80818.5,32620,48037.5,99.1,579,688,-109,29.7,13,20,62182,0.17
202001,48820,고성군(경남),-3.84805,3,2,3846,1907,22,14,2574,2103,1124,5503,3291,1164,2571518413,6950,2255003422,544.7101,61.03517,43.76106,132.4348,618446.5,62023.5,30625,44068.5,100.6,400,431,-31,29.9,10,12,52204,0.07
202001,48840,남해군,-1.47389,3,2,8129,7646,505,36,853,1788,1110,13850,13111,14811,1777772546,66850,2030447110,9244.659,573.1796,192.5596,252.8469,481232.5,87745,48153,45829,92.7,349,373,-24,36.8,8,15,43539,0.21
202001,48850,하동군,-8.93957,3,2,1588,3391,266,,356,830,4164,4925,2591,2393,1537754272,,1590984918,204.385,21.46042,18.39465,33.72352,387093,56570.5,32060,34265,98.9,392,581,-189,32.6,8,11,46331,0.046
202001,48860,산청군,-13.8142,3,2,1504,2848,152,,328,192,296,3847,2683,4030,2300525456,,1433607777,304.4044,19.72992,18.7904,94.8915,399220.5,56091,26138,32945.5,95.9,337,360,-23,35.3,6,10,35336,0.104
202001,48870,함양군,-10.5593,3,2,2010,959,36,0,56,167,327,2495,1054,1166,1350928970,,1599105691,119.3082,17.48482,10.28519,44.22632,320330.5,45528,30604,38314.5,93,321,361,-40,32.5,9,9,39555,0.071
202001,48880,거창군,-8.92701,3,2,1627,652,2042,115,188,1814,667,5218,1525,1962,1643110215,,3080724983,311.7667,17.95021,15.11596,62.35335,495299,57585.5,37688,53413.5,95.3,416,506,-90,26.8,7,20,62049,0.171
202001,48890,합천군,-12.7923,3,2,1517,5997,2779,106,624,989,370,5231,2743,1285,1264077562,,1524886125,166.2217,20.35367,20.35367,67.84557,456375.5,64267,33131,36694,92,308,400,-92,38.3,5,5,45054,0.162
202001,50110,제주특별자치도 제주시,5.457968,0,0,94553,4151,10331,4125,14230,25305,46708,304702,108897,88724,43614424295,8649126876,76109347923,105299.8,6822.086,7831.995,18907.11,3006623,446810,380401,597460.5,100.6,"7,408","7,659",-251,13.7,91,194,489202,-0.301
202001,50130,제주특별자치도 서귀포시,2.037535,0,0,79386,9728,34379,2889,40447,15614,31950,192069,138485,81817,20343440472,593559114,21098376566,50214.9,2129.972,2300.483,4521.394,2263720,352611,361928,391590.5,102.4,"2,582","2,615",-33,18.6,50,88,181547,-0.32
202002,11110,서울특별시 종로구,25.15661,0,0,5907,14514,303,12299,19605,602,22898,69432,23381,17949,122204861725,3487730371,7780292496,90262.73,2981.564,3999.358,8465.532,7879988,174345.5,49462,161119,95,"2,765","2,649",116,18.3,25,36,151309,0.358
202002,11140,서울특별시 중구,27.43561,0,0,5004,2591,,16806,6460,190,66471,67312,78590,7493,911340437290,27176328640,12719740676,211849.5,14152.84,24149.46,35446.13,7278380,153132,50267,165371.5,96.4,"2,302","2,237",65,18.4,23,64,126259,0.403
202002,11170,서울특별시 용산구,21.26774,0,0,3724,524,356,13385,11233,878,8327,89038,26520,11153,131404053816,931032976,12315425160,44968.2,2575.987,2623.885,6268.818,6254829,177821,50365,163681,93.2,"3,985","3,679",306,16.9,36,112,229677,0.407
202002,11200,서울특별시 성동구,8.510539,0,0,9038,168,31,5826,3064,608,10657,59065,2241,3290,27670457792,39301770,13611817362,8337.12,468.591,316.6155,1585.61,3729824,153489,60375,242620,95.8,"5,003","5,650",-647,14.8,28,134,299797,0.485
202002,11215,서울특별시 광진구,14.83304,0,0,4942,1546,8831,6309,1122,1041,9627,52754,20149,2443,24282136478,5235776312,21107946682,10101.87,810.0242,717.6412,2326.979,4118870,190522.5,60074,221574.5,93.9,"5,811","6,040",-229,13.8,29,159,351032,0.433
202002,11230,서울특별시 동대문구,13.00648,0,0,1718,571,263,804,986,1273,15775,39910,11413,1894,26406758919,77227040,18300735820,10528.46,1275.019,1884.934,4123.646,3237066,164969,64246,243057.5,98.6,"6,260","6,258",2,17.3,30,129,346072,0.438
202002,11260,서울특별시 중랑구,14.411,0,0,2390,440,278,2351,183,687,7450,29127,2740,1137,14256389857,14916500,20517505271,1908.847,189.4811,128.66,611.7199,2194770,122584,45745,161045.5,98.3,"4,910","5,344",-434,16.7,70,147,396314,0.389
202002,11290,서울특별시 성북구,10.35931,0,0,2880,6317,26,1145,1431,2597,4766,43596,2463,2598,17276383657,32688863,19804538569,5937.06,616.1921,514.3216,2395.198,2923939,174937,75320,273199.5,93.7,"7,704","7,672",32,16.1,38,152,442483,0.339
202002,11305,서울특별시 강북구,11.28326,0,0,5465,7256,615,3004,140,386,6479,25175,3958,1516,13605356016,5380000,14920870372,1954.74,196.2486,193.6664,653.3013,2002917,131617.5,41776,147063,95.3,"3,760","4,114",-354,19.5,51,86,313289,0.398
202002,11320,서울특별시 도봉구,13.06371,0,0,1426,1089,461,450,783,800,6676,24160,1423,1545,10393420609,132000,14446266225,1350.758,167.8656,125.3396,387.21,1775246,84651,34909,123455.5,95.6,"3,657","4,282",-625,19.5,40,99,332083,0.318
202002,11350,서울특별시 노원구,12.45414,0,0,2171,940,1211,1984,2248,7567,4950,48791,1648,3357,21196678785,13474720,28640274579,2349.726,276.3133,176.4154,777.9281,3320450,157773,65849,256641,93.7,"8,328","9,110",-782,15.4,57,172,531840,0.379
202002,11380,서울특별시 은평구,13.45871,0,0,1107,5065,333,1398,2056,433,13308,38118,3261,2952,14666184490,937442130,26822718358,4226.4,323.862,276.5284,990.2705,2239083,138544,57470,208467,93,"6,260","6,663",-403,17.0,75,173,479005,0.35
202002,11410,서울특별시 서대문구,17.4565,0,0,1512,2617,,3517,2635,498,4157,40937,9682,1845,40316738152,2220781600,16557515182,53675.55,4331.884,4786.725,9378.726,5168884,204274,75103,270910.5,92.3,"6,869","5,869","1,000",16.8,38,120,311327,0.359
202002,11440,서울특별시 마포구,13.49328,0,0,11472,902,30,7368,6008,1834,16120,138680,21480,2007,295544205034,2625705598,24038239927,79677.02,4525.375,5811.705,18366.2,7373237,313950,79520,267337,89.6,"7,622","7,291",331,14.0,52,160,374315,0.487
202002,11470,서울특별시 양천구,10.85723,0,0,5546,704,,2390,2838,4797,4123,49153,727,2941,79968192811,64792926,25522088935,9288.138,343.8368,254.4695,1081.496,2669160,106015,47278,176064,96.6,"6,959","7,488",-529,13.5,70,159,457332,0.396
202002,11500,서울특별시 강서구,15.11795,0,0,4444,1587,4405,7035,1720,4981,36802,97119,21978,86317,66597417963,715012038,35139263107,26063.56,2049.413,2092.288,4874.859,3899742,209216,75502,267407,93.7,"8,129","9,370","-1,241",14.4,83,295,590419,0.472
202002,11530,서울특별시 구로구,17.86613,0,0,6548,253,14,3289,89,984,7268,28258,12098,1968,240183273969,4107485681,25607428637,11362.81,1163.103,1111.897,3121.114,3761366,140630,55811,202251,97.8,"5,579","6,139",-560,16.2,60,165,406245,0.37
202002,11545,서울특별시 금천구,13.2939,0,0,2235,744,9,1179,134,335,31896,17568,6609,1145,31371861741,395075660,14210460780,5090.37,584.7605,458.3577,1463.673,1811439,87804.5,33628,120004.5,103,"3,186","3,399",-213,16.2,37,103,232827,0.412
202002,11560,서울특별시 영등포구,15.77759,0,0,18670,101,1006,5322,631,2064,65080,96816,30359,2851,101550228043,1003665633,23555888362,22208.53,2045.298,2437.314,5384.735,6270492,229096,73843,256056.5,98.3,"9,224","7,118","2,106",15.6,46,182,370108,0.451
202002,11590,서울특별시 동작구,16.3406,0,0,4603,904,,1561,484,115,33024,29135,3651,1506,54879366138,67274095,16882971455,6042.652,394.5784,355.2398,1604.539,3445831,152187,63532,252248.5,93.9,"7,313","7,762",-449,15.8,49,161,395201,0.449
202002,11620,서울특별시 관악구,13.17923,0,0,3045,911,25,981,1117,482,14874,41185,4493,2353,31422939291,15077680,26822271693,6809.379,683.2686,691.8555,1880.522,3180125,250873,90412,328209,100.8,"10,209","10,482",-273,15.1,51,247,499587,0.368
202002,11650,서울특별시 서초구,16.04046,0,0,15179,8160,162,26484,4712,1603,8629,163644,40809,9210,193723166702,1110255752,29265237679,23686.2,1527.287,1452.609,4615.586,10306793,255143,78708,284070.5,91.6,"7,906","7,649",257,13.4,40,155,431336,0.427
202002,11680,서울특별시 강남구,14.67145,0,0,5568,6048,1122,21950,36028,3720,12956,380803,98004,12024,729826051685,19674637627,61008608002,61719.52,3850.438,4043.305,11160.99,13232562,412107.5,131012,449379,91.8,"11,266","10,796",470,13.2,52,199,546436,0.443
202002,11710,서울특별시 송파구,16.68979,0,0,17788,1028,14510,15734,3709,2436,102463,153424,25126,5024,64068990353,2139250540,43964814355,19085.33,999.6449,824.2686,2522.131,6511019,280458.5,106743,393666,93.7,"11,556","12,223",-667,13.1,82,281,675782,0.466
202002,11740,서울특별시 강동구,11.36795,0,0,4476,1544,182,3952,323,1163,7808,62405,4140,5051,40234997101,26268624,27824272995,3754.873,360.1497,252.2184,845.2724,3398199,174709.5,73906,265422.5,97.4,"14,024","7,998","6,026",14.5,58,216,446887,0.493
202002,26110,부산광역시 중구,35.54234,2,1,2450,195,5,801,900,56,16807,11722,6834,955,13536793182,579990649,1915412669,20512.97,1249.844,1016.822,928.5562,2092867,57981,18977,42451.5,96,608,591,17,26.0,8,12,41826,0.194
202002,26140,부산광역시 서구,18.93188,2,2,7279,443,30,,334,144,2291,7321,2685,3917,10033793032,377000,3758435927,7769.42,512.8516,367.4497,486.9273,1172822,57470,24283,72117.5,94.4,"1,438","1,503",-65,24.4,12,26,107844,0.337
202002,26170,부산광역시 동구,23.49351,2,2,5078,551,,58,766,94,6654,12850,5554,1408,10883789760,286053154,3344040158,9222.004,813.9017,662.1948,893.6308,1789365,57645,22967,53949,96.6,"1,239","1,041",198,25.4,10,41,88439,0.21
202002,26200,부산광역시 영도구,19.61906,2,2,1216,5763,294,22,1534,413,1433,16140,3079,4704,2606420335,696100,5356384677,9044.14,585.5994,436.0398,608.7706,899069.5,39826.5,18256,56875,97.4,935,"1,155",-220,26.1,19,30,116155,0.217
202002,26230,부산광역시 부산진구,20.7142,0,0,3995,2149,5200,2548,718,1038,11671,42017,11113,3658,39990445336,2996761145,24294330893,16220.1,1648.096,2013.972,2755.67,4298560,220083.5,76216,205205,93.9,"4,733","5,108",-375,19.0,54,117,356811,0.518
202002,26260,부산광역시 동래구,20.31873,0,0,362,1369,3531,891,1145,622,3377,34747,5172,1084,18951100860,1115540,14277794462,1231.805,128.007,102.8253,270.7034,2123345,95294.5,40873,134162,95.1,"3,863","3,891",-28,17.5,36,96,271528,0.456
202002,26290,부산광역시 남구,15.27597,0,0,12715,910,1015,3141,995,577,5882,25528,3043,4768,12525144989,989160748,17602445095,9278.094,571.4294,185.3874,797.1658,1773359,96362,42539,153940.5,96,"3,836","4,556",-720,19.1,42,73,272927,0.168
202002,26320,부산광역시 북구,17.89304,0,0,1959,421,0,473,94,953,1311,19008,2374,1246,30817455403,2110960,18482302761,699.0254,69.3923,40.819,194.9107,1417021,71823.5,32004,116231.5,98.1,"3,092","3,757",-665,16.0,44,84,290230,0.222
202002,26350,부산광역시 해운대구,19.9604,0,0,28545,1422,2617,3851,10706,1905,11020,88967,51535,6460,26056024583,2049641692,27514219205,13551.84,929.6231,1058.064,1714.638,3458581,269507,124880,254061.5,93.2,"6,317","6,871",-554,16.5,59,109,405708,0.379
202002,26380,부산광역시 사하구,13.95079,0,0,12729,521,28,126,969,557,6291,22382,1775,5018,10341016060,3244890,20154600842,7674.906,429.7681,212.6688,646.8675,1354224,83485.5,38206,144515,99.6,"3,052","3,715",-663,17.8,47,96,319542,0.268
202002,26410,부산광역시 금정구,16.44768,2,1,3081,4889,276,519,168,2666,2588,28693,1313,895,15085377106,1281010,13476064646,2099.792,141.7492,84.62637,561.7076,1619195,77595,35546,131449.5,95.9,"3,534","3,804",-270,19.8,32,56,238208,0.306
202002,26440,부산광역시 강서구,21.2809,0,0,13035,380,0,47,341,7117,10720,42019,4699,40449,21937763175,75808467,8054814561,16719.58,568.422,249.4884,506.6929,1997709,56000,21756,84528.5,106.9,"2,346","1,941",405,11.8,24,62,130748,0.248
202002,26470,부산광역시 연제구,15.60271,0,0,138,695,4,311,38,324,4025,22692,2306,286,17630368800,673460,10270680724,1628.769,255.3473,376.8233,368.1464,1526319,80871,34076,114586.5,93.5,"3,636","3,078",558,18.3,26,72,210509,0.378
202002,26500,부산광역시 수영구,16.66217,0,0,13436,442,79,579,750,563,4220,42564,6605,1639,16025704316,3843680,9062390939,3351.207,199.1726,198.1512,434.0942,1986145,110607,44492,111916,90,"3,814","2,992",822,20.4,15,72,176879,0.378
202002,26530,부산광역시 사상구,15.09812,0,0,2379,393,94,345,587,822,10538,23546,5096,491,15445773493,5175770,13209229058,1812.677,227.1641,134.4441,461.2822,1665822,76601,30429,98087.5,102.2,"2,093","2,373",-280,17.0,30,73,217250,0.321
202002,26710,부산광역시 기장군,13.61635,0,0,14963,13153,4678,3163,3781,10380,75760,92053,14267,6751,17918290846,32380760,10570036511,6444.923,208.9019,93.11057,268.5882,2386111,81539.5,32291,94472,98.1,"4,833","3,216","1,617",15.4,32,67,166321,0.132
202002,27110,대구광역시 중구,44.20391,0,0,3498,519,220,3187,973,111,9377,25984,6672,1939,32898957276,50682752,3809937921,3978.117,200.7452,243.8371,387.827,3649888,91602,25200,74336.5,93,"1,381","1,499",-118,20.3,11,38,77151,0.287
202002,27140,대구광역시 동구,30.30717,0,0,3265,3662,2832,3648,1692,1503,12892,43536,7898,10009,19516441050,18801540,15539744194,4368.914,404.3637,135.2131,570.1911,2838420,119581,43946,151679.5,97.5,"3,962","4,958",-996,18.8,57,115,343857,0.291
202002,27170,대구광역시 서구,25.2277,2,2,399,37,15,422,,50,4369,9149,1489,303,11614319450,,8984941863,556.2756,45.43286,53.18969,154.0285,1218084,49794.5,18445,66626,100.8,"1,696","2,049",-353,21.3,39,45,174389,0.262
202002,27200,대구광역시 남구,29.65211,2,2,1474,573,8,305,70,50,4292,22739,2128,1319,12546236289,505700,6157007761,1090.666,83.82575,70.78619,209.5644,1542650,60833.5,26215,87461.5,92.8,"2,135","2,172",-37,22.5,30,43,147938,0.293
202002,27230,대구광역시 북구,21.79522,0,0,2036,210,76,2533,3230,1416,16005,36933,4075,1274,21270545305,89130,32166375184,2088.418,213.8886,120.1621,487.8582,2549834,131596.5,56434,206591,99.3,"5,167","5,831",-664,13.9,49,131,436530,0.177
202002,27260,대구광역시 수성구,23.1084,0,0,5576,728,1446,1803,1899,1797,3639,76773,10316,2192,23178095163,319200,31644369892,1798.916,249.9352,133.7102,453.586,2585468,120414,52934,203049,94.3,"7,448","7,445",3,15.0,52,96,428729,0.312
202002,27290,대구광역시 달서구,22.27481,0,0,6559,456,2336,2466,38,1026,9863,57047,6738,1445,26355491567,1944770,43740870362,2732.483,276.3058,228.745,916.1123,2921072,169603,72205,261121,97.8,"6,854","7,762",-908,13.6,86,160,567716,0.284
202002,27710,대구광역시 달성군,17.10301,0,0,5426,2524,2091,452,2003,1155,2271,30860,2181,1325,9688267949,561410,15226209649,1138.513,71.90608,61.25333,390.1571,1625411,65138.5,29386,121866.5,103.3,"2,745","3,094",-349,12.1,46,107,256573,0.122
202002,28110,인천광역시 중구,41.1312,0,0,87569,732,3210,1370,1685,10207,19501,79801,32779,220818,26041361814,19348682324,6363304378,180963,13997.46,2608.383,2881.165,3378841,187488,42602,112808.5,107.3,"2,797","1,938",859,14.1,22,64,136879,0.266
202002,28140,인천광역시 동구,14.87014,2,1,2798,30,,53,355,315,1628,4554,452,1039,5015591035,,1788303013,1316.213,138.0848,61.69747,138.0848,569698.5,17717,7441,21647.5,102,553,634,-81,21.6,17,14,64216,0.251
202002,28177,인천광역시 미추홀구,15.40191,0,0,2384,2377,12,2413,396,1219,19321,47227,4646,1958,17384077768,27864710,18662221920,3259.231,387.9721,268.3916,1040.35,2840362,146499.5,53536,184541,101.6,"4,968","5,942",-974,16.3,48,117,407369,0.369
202002,28185,인천광역시 연수구,15.30702,0,0,16397,1052,447,3632,9209,9274,48930,114621,29011,2833,15014749284,107757705,19297299018,9567.661,1681.565,1069.611,2237.292,2256027,122272.5,48013,179221,99,"8,918","6,764","2,154",9.5,100,206,369588,0.337
202002,28200,인천광역시 남동구,12.94086,0,0,19496,687,219,5854,1199,3375,31557,97146,11423,5823,26436847075,3717590,29616014410,7016.155,1163.447,905.2188,1695.512,3270526,172735.5,62055,214459,98.9,"7,179","7,521",-342,12.7,75,173,532257,0.493
202002,28237,인천광역시 부평구,15.77937,0,0,5143,382,42,4415,402,1351,23958,52767,4814,3136,24598444338,15924270,28335580174,5754.168,550.6442,377.3646,1476.086,3117590,166964,58170,195937,98.2,"5,424","7,177","-1,753",13.8,60,103,508587,0.419
202002,28245,인천광역시 계양구,12.59928,0,0,4444,334,13,1540,628,1111,5844,40782,4354,4831,11821226469,89662650,17246858574,3291.076,232.0823,125.7736,467.1591,1689461,81291,30954,103750.5,99.9,"2,832","3,670",-838,11.8,115,226,301984,0.439
202002,28260,인천광역시 서구,10.10044,0,0,9540,336,269,6665,3599,12794,20206,97447,4571,6818,20554679440,2085150,30988887377,7223.959,669.744,627.4587,1429.515,3031651,152939.5,65303,244156.5,102,"7,315","7,598",-283,10.0,85,159,544465,0.364
202002,28710,인천광역시 강화군,23.83924,2,2,32905,18787,3365,322,1616,8411,10934,52948,21827,7191,2985338528,,3113818523,1048.958,44.66086,18.3224,95.04747,716464,80412.5,17626,33757.5,100.5,655,651,4,32.0,21,17,69154,0.227
202002,28720,인천광역시 옹진군,6.924997,2,2,10499,192,7,,,1972,160,6766,5686,2435,773519842,44000,518008081,4408.131,449.6818,189.8656,226.09,196903,28787.5,8162,23922.5,131.4,362,383,-21,25.3,7,7,20456,0.297
202002,29110,광주광역시 동구,26.13181,2,1,151,1264,145,906,1913,853,1944,21195,3000,2139,16130950727,22903920,5277421252,519.5311,45.33431,41.70756,170.457,1877463,62125,24339,76370,97.8,"1,706","1,689",17,21.6,7,39,98641,0.389
202002,29140,광주광역시 서구,19.50502,0,0,3229,655,28,3091,2860,784,14279,66996,9806,1336,33846188796,275900,22745488280,1203.44,147.3399,102.8412,344.1226,2569700,147994,52059,156009,96.4,"4,278","4,586",-308,13.5,43,104,301015,0.388
202002,29155,광주광역시 남구,17.56179,0,0,965,580,5,9,359,504,1958,26068,1784,1795,9659383692,,12750697038,437.4824,58.67411,63.82096,195.5804,1178545,69664,30975,105283.5,92.9,"3,230","3,256",-26,16.8,34,66,217993,0.369
202002,29170,광주광역시 북구,16.93038,0,0,2876,826,1355,1658,3248,644,6587,48639,4720,2377,17921367784,69380,29357063122,1044.369,105.4049,90.34703,478.6241,2351031,154759.5,64330,217721,98.7,"6,435","6,669",-234,14.3,76,132,432872,0.265
202002,29200,광주광역시 광산구,15.97037,0,0,1769,269,299,5923,38,1967,7687,66080,8795,5977,22451950720,1615000,35723708365,1792,207.6787,152.1607,719.6788,2334728,154749,62958,204774.5,101.4,"5,724","5,684",40,9.1,70,161,405600,0.496
202002,30110,대전광역시 동구,19.37781,2,1,3434,319,211,915,1878,471,3591,27075,3496,3568,29634600896,9536530,7849139437,909.7192,96.02592,42.45356,307.2829,1948979,102914,41573,131810,101.9,"3,415","3,971",-556,18.2,41,65,225633,0.365
202002,30140,대전광역시 중구,19.95415,2,1,3041,892,2125,1218,694,131,2708,39140,4783,2481,16319946064,1705500,9636928203,864.7696,83.38515,67.45765,156.4643,2498220,125111,46963,140931,97.7,"3,541","3,628",-87,18.4,30,62,240064,0.551
202002,30170,대전광역시 서구,15.43079,0,0,5051,1016,260,5114,1437,1037,9010,87686,5883,1690,25562538361,9468120,23819265891,1850.549,179.3948,113.201,630.2802,3513216,209359.5,84161,280871.5,97,"8,727","8,600",127,12.1,52,172,481349,0.529
202002,30200,대전광역시 유성구,13.53491,0,0,1748,780,331,2023,3765,3517,15018,111070,22746,4464,18284893994,1041170,19549140011,2299.438,218.6643,209.7594,802.4286,3199882,188419,73213,251251,102,"7,199","7,190",9,9.0,27,155,349915,0.553
202002,30230,대전광역시 대덕구,11.75422,2,1,2823,233,0,,500,637,6861,21230,3090,572,8593694037,327900,6672789481,723.0592,63.48812,30.56835,231.6141,1415607,80111.5,31976,104548.5,103.5,"1,859","2,411",-552,15.0,32,53,176164,0.224
202002,31110,울산광역시 중구,13.56694,0,0,3451,1405,58,1158,326,173,2023,25297,2730,992,7416613297,222070,11092182581,890.3566,77.13946,72.4925,166.361,1545380,65383.5,30842,106949.5,103.1,"2,533","3,191",-658,14.1,32,77,222395,0.16
202002,31140,울산광역시 남구,12.15954,0,0,3884,2817,2587,1396,2712,480,8214,58969,10957,1455,22808708843,8666070,25092587845,6114.181,903.0302,441.1115,1074.689,2524816,147427,59983,199993.5,104,"5,638","5,588",50,11.4,36,122,323756,0.174
202002,31170,울산광역시 동구,8.119857,0,0,10098,194,241,,466,138,1184,14399,2778,1111,4433829275,3494263,11988975324,4809.428,457.5546,248.7315,393.5155,680298.5,49532,22953,90541.5,109.5,"1,800","2,305",-505,11.7,22,60,158809,-0.095
202002,31200,울산광역시 북구,9.753358,0,0,5278,832,156,3020,156,305,4170,36502,3133,3377,8220646060,,13094091038,4435.747,195.9323,78.77692,259.5599,1401929,65698.5,28140,101825.5,107.1,"3,018","2,994",24,7.7,38,96,218190,0.128
202002,31710,울산광역시 울주군,14.86354,0,0,10209,4159,1493,95,1331,6874,3520,38509,5890,11321,10717946828,722600,10573740595,5141.77,487.115,234.8773,432.9911,1760385,83853,35966,134015,106.6,"2,320","2,701",-381,13.9,41,99,222560,0.159
202002,36110,세종시,9.581212,0,0,8795,1473,1218,4719,2269,4995,8173,95882,4883,1946,14611130113,,16825170219,1606.331,156.4545,145.7651,689.9547,1458622,111226.5,55776,214805.5,99.4,"8,900","7,597","1,303",9.5,47,160,343788,0.435
202002,41111,수원시 장안구,14.79298,0,0,6011,2043,1078,2255,802,263,6568,41569,1881,2548,9807761851,,14587426521,2152.365,202.8064,148.2886,612.7808,2126975,84528.5,35259,124274.5,101.4,"4,758","4,905",-146,10.5,42,93,298370,0.412
202002,41113,수원시 권선구,17.83599,0,0,1645,351,10,1736,1076,4387,26487,64548,6076,4703,19397694195,11499392,20959223237,2456.774,261.6058,166.6682,762.6652,2349872,116567.5,44072,155428,101.4,"4,758","4,905",-146,10.5,63,204,298370,0.383
202002,41115,수원시 팔달구,25.38794,0,0,1852,8799,98,9658,1274,533,10959,79074,24500,2861,29903687404,61434380,9843225874,6480.799,1073.172,605.6171,1356.258,3651715,169466.5,42938,135765,101.4,"4,758","4,905",-146,10.5,22,75,298370,0.427
202002,41117,수원시 영통구,12.55688,0,0,10952,150,36,1697,7295,1496,28999,107122,3601,1618,20315464396,4320980,18251454105,4250.701,366.7768,225.355,949.7104,3443524,140003.5,64330,217875,101.4,"4,758","4,905",-146,10.5,54,180,298370,0.384
