기준연월,SGG_ID,행정구역별,전월대비방문인구증감률,코드분류,인구감소소멸지역코드,티맵_자연관광지_검색건수,티맵_역사관광지_검색건수,티맵_휴양관광지_검색건수,티맵_공연_행사_검색건수,티맵_문화시설_검색건수,티맵_레포츠(육상해상항공)_검색건수,티맵_쇼핑_검색건수,티맵_식음료_검색건수,티맵_숙박_검색건수,티맵_기타관광지_검색건수,비씨카드_내국인_소비금액,비씨카드_외국인_소비금액,비씨카드_거주민_소비금액,외국인관광객수_무박,외국인관광객수_1박,외국인관광객수_2박,외국인관광객수_3박이상,외지인관광객수_무박,외지인관광객수_1박,외지인관광객수_2박,외지인관광객수_3박이상,남녀성비,전입인구,전출인구,순이동인구,고령인구비율,혼인건수,이혼건수,주민등록인구,지가변동률
201802,11110,서울특별시 종로구,16.40932,0,0,5152,17226,1254,12470,20568,165,19912,55380,19551,12139,127561590660,6566713366,6896045697,184377.3,6471.63,7765.056,20532.86,8694098,221133.5,67207,163156,96.2,"2,567","2,641",-74,16.9,22,55,154509,0.454
201802,11140,서울특별시 중구,18.09909,0,0,3717,2947,,15085,4124,259,61895,47963,74601,7966,860575245607,126016044371,10609685397,446787.3,33497.36,43167.39,94699.98,8788525,201320,61481,123739,98,"2,119","1,947",172,16.9,20,59,125945,0.377
201802,11170,서울특별시 용산구,9.17648,0,0,2115,281,180,24249,26391,349,7588,62416,23506,11620,130875592754,4392776250,11025580094,100950.8,6271.171,5286.17,13942.45,6654666,223909,54831,143185,93.8,"3,583","3,341",242,16.0,41,104,229770,0.837
201802,11200,서울특별시 성동구,12.07551,0,0,5403,166,51,3933,1343,237,8811,30598,1383,1893,26932120049,113249540,11794905701,14696.42,1164.407,897.2934,3757.74,3153458,173572,60886,179357.5,97.1,"4,560","4,361",199,13.6,36,154,305200,0.432
201802,11215,서울특별시 광진구,9.395173,0,0,2236,1468,9485,6390,1903,1521,8782,33852,18073,1686,27989017562,3632804422,19235432922,21252.16,1705.254,1534.24,4011.5,4659967,233681,69475,211046.5,95.1,"5,321","5,471",-150,12.3,33,174,357700,0.408
201802,11230,서울특별시 동대문구,9.535435,0,0,1195,515,272,1228,576,447,12696,23987,7460,1572,27637881843,89212690,16115498226,23387.89,3511.201,3944.615,10146.82,3456380,214095,78085,220909.5,99.8,"4,885","5,068",-183,16.0,51,135,349901,0.282
201802,11260,서울특별시 중랑구,12.15118,0,0,1568,295,95,2706,75,532,5055,16654,1259,1012,17748688575,8802000,18954021233,4256.458,445.6393,346.876,1310.421,2341003,162816.5,58198,160258,99.2,"4,150","4,757",-607,14.6,76,174,407137,0.281
201802,11290,서울특별시 성북구,9.606298,0,0,2007,6014,12,1265,904,1492,3397,27028,2179,2186,19311780095,32153400,17859360042,13187.93,1718.419,1381.159,5583.523,2979753,213811.5,84455,248741.5,95,"5,843","6,306",-463,15.0,66,135,442827,0.399
201802,11305,서울특별시 강북구,10.40993,0,0,3946,5921,437,2351,103,425,4669,14464,2282,978,14933090017,3526580,13580942912,4602.593,736.2118,731.1345,1931.921,2069981,167181,54488,146660.5,95.9,"3,223","3,472",-249,17.5,54,83,324008,0.258
201802,11320,서울특별시 도봉구,8.653888,0,0,846,844,206,566,806,816,4597,13309,1005,1125,13498678374,8000,13925437736,2204.668,272.811,195.1819,725.2781,1776268,123165,46648,120652,96.1,"2,994","3,432",-438,15.7,58,123,343407,0.218
201802,11350,서울특별시 노원구,8.545709,0,0,2066,583,1112,3237,1751,5845,2544,27588,1046,2018,25286326672,9248660,27587014856,4834.907,576.5797,360.9125,1822.168,3393996,213650.5,86009,238742,94.5,"6,088","7,310","-1,222",13.5,65,176,552039,0.34
201802,11380,서울특별시 은평구,6.335207,0,0,540,2880,1275,1613,1310,116,13311,19438,1524,2368,17517545931,1304470430,24897445749,8541.784,724.4893,1061.847,1960.545,2159598,176183,69097,200126.5,94.3,"5,392","5,703",-311,15.4,67,175,486231,0.381
201802,11410,서울특별시 서대문구,14.05734,0,0,1028,2760,,3230,6087,248,3816,23737,7817,1685,44785095770,4704727507,14728883195,89594.04,8208.948,8529.936,17368.97,4725945,245868,82593,228154.5,93.4,"5,056","5,032",24,15.7,36,110,312625,0.397
201802,11440,서울특별시 마포구,12.45335,0,0,6772,1117,20,7954,4236,1412,10798,94760,14788,1742,153960590909,3685746284,19921687342,122423.9,7339.252,7666.85,25304.3,7773154,410424,96922,235707.5,91.2,"5,873","5,930",-57,13.2,57,157,374794,0.644
201802,11470,서울특별시 양천구,11.02914,0,0,4469,555,,2830,1297,3897,2632,32895,453,2755,36170898732,584640077,23264545213,5799.69,638.315,493.6967,1623.215,2430887,144126.5,59892,178020.5,97.4,"5,706","6,150",-444,11.8,51,145,470290,0.326
201802,11500,서울특별시 강서구,10.3701,0,0,3119,1218,291,6404,1522,1458,33142,51365,13342,75013,101066952117,1085860084,32527795770,64592.76,4298.607,4097.52,5105.871,4023775,253130.5,86982,238248.5,94.8,"7,411","7,463",-52,12.7,81,305,601850,0.354
201802,11530,서울특별시 구로구,15.29372,0,0,4510,170,10,6560,29,1096,4673,18789,12457,1737,167637565233,9026965717,23224596092,29218.69,4477.703,3886.914,7859.372,3640025,193928,68733,185822,98.6,"4,225","5,513","-1,288",14.4,61,194,408629,0.303
201802,11545,서울특별시 금천구,13.25527,0,0,1598,658,,1343,78,280,35950,10385,4528,1293,69604698460,1045359470,13456537539,16017.81,1572.138,1498.031,4382.93,1950480,111188,39249,103509,103.4,"2,548","2,984",-436,14.5,41,82,234636,0.3
201802,11560,서울특별시 영등포구,15.60869,0,0,9254,79,1985,6956,1296,1433,50034,65247,22510,2077,118410100079,7653944789,21729429279,51809.57,4792.64,5211.613,12469.55,6373749,277935,86198,220909.5,99.7,"6,010","6,016",-6,14.5,58,185,368999,0.401
201802,11590,서울특별시 동작구,13.42234,0,0,3578,814,,1491,585,67,28243,16811,2602,2158,25872690341,17866724,14862123059,15517.74,1226.27,815.7474,4221.757,3634988,185888.5,75019,243568.5,95.1,"6,138","6,829",-691,14.5,50,156,394899,0.706
201802,11620,서울특별시 관악구,12.58876,0,0,2459,835,7,1151,1274,223,11671,25705,2036,2156,33506476562,25478010,23793180873,12712.42,1656.826,1316.382,4229.067,3158106,303628.5,100044,296282,101.4,"9,208","9,079",129,13.9,63,250,503819,0.354
201802,11650,서울특별시 서초구,14.70757,0,0,10210,4651,51,27587,4017,777,5991,115282,35103,8086,195291217244,1491089740,27977941340,42366.59,2950.894,2815.953,9173.488,10089933,300562.5,86807,262482.5,91.9,"7,378","7,199",179,12.2,47,164,441360,0.373
201802,11680,서울특별시 강남구,19.74206,0,0,3782,5786,5675,18827,44791,2430,7404,244679,74705,8969,668785283634,9612568094,56229590719,132021.7,8563.605,9763.47,24399.53,12512640,441455,127666,385031.5,91.9,"9,841","10,708",-867,11.8,55,182,554772,0.465
201802,11710,서울특별시 송파구,11.90614,0,0,10415,1012,33608,17983,2127,2804,83117,97431,18114,4981,68837562543,9925708014,40820189030,51204.49,2163.992,2131.694,6081.326,7105851,338082.5,117908,360489.5,94.5,"9,695","9,653",42,11.6,72,277,665279,0.36
201802,11740,서울특별시 강동구,8.632792,0,0,2904,1315,780,5727,431,438,5252,31442,1465,3931,47410207540,31316220,26224054867,7280.79,740.5461,623.3553,2179.25,3023682,195184.5,72520,232277.5,98.8,"5,626","6,309",-683,13.0,47,158,434710,0.307
201802,26110,부산광역시 중구,5.838459,2,1,2041,67,,1148,817,61,18253,8648,5518,940,20728817998,166864994,1818391636,41285.61,2994.578,2949.615,2250.43,2981633,101412.5,29799,44380,96.2,448,560,-112,23.1,7,15,43985,0.4
201802,26140,부산광역시 서구,3.995415,2,2,6852,309,3,,135,125,1612,4043,971,6519,10037750176,308100,3299987228,9826.557,514.3041,383.4457,742.5456,1281375,78844.5,35252,79450,95.8,"1,756","1,493",263,22.3,21,34,109983,0.426
201802,26170,부산광역시 동구,5.98635,2,2,6917,410,,84,1338,48,3988,8698,2479,1176,12910242781,347978569,2858731498,18210.17,1311.762,1078.622,1407.265,2378149,85330,32774,53427.5,97.6,873,981,-108,23.9,11,31,88645,0.451
201802,26200,부산광역시 영도구,2.872073,2,2,685,6899,311,,2632,239,952,6647,471,3123,3119741174,42900,4935961171,12688.89,573.958,323.7712,659.3158,1009635,67739,34160,70311.5,98,"1,044","1,202",-158,23.2,22,29,123114,0.281
201802,26230,부산광역시 부산진구,4.855166,0,0,2811,1523,8730,4457,443,511,8520,24859,6723,2377,49719601629,1398304193,24377567232,31646.3,3528.352,4488.6,5473.97,5070954,323263.5,123676,237625.5,95.3,"3,966","4,661",-695,17.1,58,157,370200,0.259
201802,26260,부산광역시 동래구,4.295494,0,0,507,1160,3973,1088,1090,442,1868,21004,3293,668,21868472113,634500,14160997509,3243.001,292.8093,331.4822,836.9925,2610692,152813.5,69398,150563,96.1,"3,156","3,243",-87,16.0,38,86,270124,0.597
201802,26290,부산광역시 남구,3.960772,0,0,8019,448,83,595,924,230,1892,13246,1064,3741,14507048600,522634880,15589194080,9340.721,550.1694,407.3077,1337.428,1955146,144865,71722,168059.5,96.6,"3,309","3,198",111,17.7,32,72,273331,0.491
201802,26320,부산광역시 북구,-1.57731,1,0,654,303,,382,57,1399,1136,10610,842,790,35971364250,738700,18510309026,2051.086,221.3604,235.3705,560.406,1395370,131379.5,64022,145022.5,98.6,"2,383","2,984",-601,13.7,34,111,301807,0.312
201802,26350,부산광역시 해운대구,7.255175,0,0,24991,1296,5846,4110,12002,1345,7416,60903,44899,6304,34864659221,2027259280,27968364399,36426.46,3131.633,3392.403,5583.828,3998960,425897.5,196679,277431,93.9,"5,459","5,190",269,14.7,55,99,412079,0.656
201802,26380,부산광역시 사하구,4.433282,0,0,7567,361,4,310,153,162,3714,11653,706,6014,12806452608,4766130,19279970773,15434.77,644.9968,438.5978,1531.867,1517898,141092,76090,169610,99.8,"2,991","3,416",-425,15.3,54,89,332641,0.28
201802,26410,부산광역시 금정구,3.924413,2,1,1826,4400,61,482,121,1160,1645,13158,451,591,19261034563,12109000,13385824571,6724.005,539.9666,358.0831,3853.656,2108862,146765.5,73941,170355.5,96.6,"3,518","3,076",442,17.3,26,70,244778,0.521
201802,26440,부산광역시 강서구,9.307078,0,0,7401,241,4,,153,3589,752,16759,1474,41506,27027030259,522692990,6502019774,46932.92,1073.524,234.6113,636.2942,2219630,64834,30135,72488.5,107,"2,219","1,704",515,11.3,19,55,118017,0.479
201802,26470,부산광역시 연제구,8.309379,0,0,107,914,,254,19,81,2372,12825,1307,193,20081414091,1066370,9742643076,3442.186,576.252,490.4273,827.596,1856418,118104,53326,110810,94.7,"2,081","2,364",-283,16.4,38,68,206423,0.709
201802,26500,부산광역시 수영구,6.20064,0,0,12812,313,126,177,574,443,2507,25439,4499,1252,18249255944,2371450,8603453917,6170.938,475.5003,322.2836,808.3506,2203205,158662,65611,115762.5,91.1,"2,291","2,341",-50,18.3,29,64,179804,0.703
201802,26530,부산광역시 사상구,4.471114,0,0,1321,232,78,878,313,633,7468,11235,2638,211,18705842893,3977550,12803200670,6351.349,781.5619,383.058,1739.207,2360533,133182,54320,120568,103.2,"1,835","2,369",-534,14.5,31,66,228193,0.391
201802,26710,부산광역시 기장군,1.673384,0,0,10248,14163,3742,7360,4648,4903,40798,55986,12883,4006,20535134550,112528240,9904260393,9954.37,264.418,199.9258,490.1407,2441149,108528,46130,91245,98.1,"1,790","1,615",175,14.1,33,59,162283,0.591
201802,27110,대구광역시 중구,5.148971,0,0,4042,525,4,3252,1016,89,10247,22334,4544,1764,49592717397,43837360,3917951138,7392.338,574.6775,364.6548,634.684,5421112,165784.5,42154,83919.5,94.6,"1,452","1,490",-38,19.6,13,31,79118,0.348
201802,27140,대구광역시 동구,3.128101,0,0,1867,3382,2451,1726,1306,890,9840,24293,4763,9700,25645551675,68958740,15836758562,8410.17,607.6485,282.8709,958.6179,3337915,227944.5,93037,184117.5,98.4,"4,968","4,732",236,17.0,42,140,349630,0.279
201802,27170,대구광역시 서구,2.748081,2,2,242,24,6,397,,43,4153,5649,1150,286,14119399648,,8244066042,1688.652,293.4284,120.8235,529.3219,1614620,106788.5,46928,86758,101.7,"1,475","2,022",-547,18.4,29,54,190736,0.361
201802,27200,대구광역시 남구,2.200028,2,2,1412,484,16,541,52,61,3308,14486,2412,1038,12746223159,418000,5595199324,1747.071,205.9865,137.3243,410.0657,2068577,106025.5,49301,105024.5,94.1,"1,814","1,906",-92,20.6,26,45,152438,0.217
201802,27230,대구광역시 북구,4.890866,0,0,1007,142,93,3227,3487,1295,9068,22919,2167,1013,27238621772,2287550,32523035905,5316.88,761.9554,448.209,1585.539,3286577,244370,109529,251622,99.9,"5,257","5,332",-75,12.4,55,123,441277,0.28
201802,27260,대구광역시 수성구,6.440621,0,0,5052,693,1378,2525,1531,1749,3474,54648,7975,2040,29443756036,96688770,32832018283,4810.012,820.863,308.7425,1058.546,3262466,217906.5,106652,249158,94.9,"6,180","6,487",-307,13.5,55,107,438250,0.431
201802,27290,대구광역시 달서구,5.662804,0,0,4404,461,4268,4178,45,1048,8096,38084,3690,1382,34766123497,4145020,44098358662,5242.984,611.7969,397.0908,1814.613,3757002,305259.5,136563,315357,98.4,"5,813","6,537",-724,11.8,76,162,576619,0.301
201802,27710,대구광역시 달성군,4.357652,0,0,3814,1900,2276,,2737,779,1122,14608,1363,613,10577861505,,13558249515,3703.354,243.6417,237.5507,1385.712,1808604,118937,56021,135912,103.7,"3,084","2,380",704,11.1,31,136,245398,0.394
201802,28110,인천광역시 중구,25.20715,0,0,63671,584,895,1108,1918,5404,12909,40156,25127,178868,36416486685,36790273010,5420954399,279307.6,22385.02,6015.059,6622.324,3117433,228781,49756,88046,108.2,"2,029","1,877",152,14.2,22,47,118263,0.159
201802,28140,인천광역시 동구,10.45375,2,1,2112,27,,74,532,487,1204,2404,162,783,5354208486,,1787879071,1790.921,192.6941,130.3519,379.7207,578333,27289.5,11501,23481.5,101.7,585,"1,066",-481,19.3,13,17,68689,0.167
201802,28177,인천광역시 미추홀구,-57.0673,1,0,1479,2839,,2694,647,835,12441,21447,1859,1425,20780136177,44402660,18408922915,8107.983,1429.708,972.9579,1878.349,2526192,196854,70385,178465,101.8,"6,914","6,694",220,14.6,35,83,418229,0.249
201802,28185,인천광역시 연수구,12.81169,0,0,14321,986,472,3987,6924,8284,52935,70497,23446,2989,19403212724,78162110,20725553414,16511.95,2674.526,1625.489,3775.496,2034218,153139,56672,160555.5,99.1,"6,286","5,212","1,074",8.7,99,217,338832,0.231
201802,28200,인천광역시 남동구,15.00439,0,0,16630,679,367,5799,809,2792,23167,57550,7355,3886,30931005693,26568240,29255339186,14545.88,2971.923,2059.241,2643.928,2745561,220017,80913,214501,99.2,"7,750","7,361",389,11.0,79,176,537496,0.169
201802,28237,인천광역시 부평구,12.78117,0,0,2797,305,10,4250,282,802,15149,28500,2054,3205,31742275635,43770100,27869362847,14724.94,3631.573,821.588,2661.482,3311403,242074,80934,204918,98.6,"4,942","6,997","-2,055",12.0,41,108,536077,0.111
201802,28245,인천광역시 계양구,12.6537,0,0,2118,290,,1604,2601,1005,3707,23491,1486,3350,14578721608,60805740,17295773221,7133.303,433.593,234.9794,897.957,1706261,117516,42812,111324.5,99.9,"2,793","4,572","-1,779",9.9,73,219,320872,0.176
201802,28260,인천광역시 서구,8.774526,0,0,4668,299,503,4947,2281,7220,12343,49488,1782,3692,22329647095,2672600,31333693841,11610.17,1084.738,962.9221,2961.276,2270422,201201,83307,239358,102.1,"10,920","7,923","2,997",9.0,59,161,523049,0.231
201802,28710,인천광역시 강화군,2.545873,2,2,21455,15181,8682,283,1480,3352,6891,20449,14348,6377,3214038935,,3171679084,953.461,93.14015,83.33593,83.33593,690784.5,109949,38794,42728,100.7,688,662,26,30.0,8,14,68716,0.126
201802,28720,인천광역시 옹진군,2.319038,2,2,4687,83,3,0,,257,130,651,3188,1578,832833615,,439055069,4392.394,374.7546,121.542,216.0747,130385.5,27919.5,9464,18847.5,130.6,320,448,-128,22.7,4,9,21406,0.184
201802,29110,광주광역시 동구,6.016804,2,1,132,990,134,1171,1640,402,3241,14468,1943,1456,20486102057,2997250,4687298176,1274.42,105.5379,83.63379,384.3172,2601347,103845,41104,91973,99.3,"1,473","1,509",-36,21.1,11,41,95219,0.34
201802,29140,광주광역시 서구,11.0622,0,0,1771,412,27,3248,5256,561,10389,42261,5508,1105,36921841664,643460,21536581288,3465.17,436.998,375.37,773.1502,3262018,241615.5,96054,203892.5,96.7,"3,773","4,232",-459,12.2,43,103,306531,0.3
201802,29155,광주광역시 남구,1.015315,0,0,522,387,8,76,256,206,1319,14831,1133,1596,10610302577,,11173598254,1276.691,99.77693,117.9182,498.8846,1442291,117988.5,65072,141788.5,93.6,"3,028","3,095",-67,15.5,24,71,218402,0.33
201802,29170,광주광역시 북구,5.779677,0,0,1480,483,1540,1109,3027,613,4341,26304,1950,1619,19850925266,,26276970847,2333.591,273.8688,154.0512,949.9825,2827160,243334,128380,287539,98.7,"6,670","6,503",167,12.9,60,164,439395,0.234
201802,29200,광주광역시 광산구,7.317127,0,0,919,185,409,5356,22,1059,6341,40113,4420,6021,24695637160,906900,33590653416,4233.267,459.4243,322.6909,1635.332,2660312,214896.5,98021,238304.5,101.1,"4,853","5,436",-583,8.3,63,154,403553,0.319
201802,30110,대전광역시 동구,4.891281,2,1,1977,201,147,1240,910,321,2331,13330,2427,1983,46186632045,44412940,7278473726,2770.58,254.2538,204.4515,896.4413,2291296,166722.5,68271,142849,102.2,"2,627","3,060",-433,16.3,36,72,229382,0.213
201802,30140,대전광역시 중구,5.138236,2,1,1972,517,4036,1013,480,155,1763,22792,2432,1480,19395566273,1796750,9338052044,2059.142,185.4306,133.6825,569.2289,3154662,188401.5,76307,147780.5,98.4,"2,724","3,312",-588,16.4,30,64,247763,0.199
201802,30170,대전광역시 서구,8.734244,0,0,3882,782,110,3939,2478,1403,5494,54086,3776,1220,28840423951,36537510,21897505520,4324.855,394.0873,262.7249,1308.572,3715439,307016.5,132139,305844,97.2,"7,075","7,369",-294,10.7,78,181,487768,0.328
201802,30200,대전광역시 유성구,11.92744,0,0,1183,728,227,2335,6135,1459,9779,64420,18592,2964,21874759881,6694530,17505595806,6166.264,751.4774,557.8452,2129.954,3329739,246235.5,106414,254341.5,101.7,"5,926","6,523",-597,8.0,36,153,348075,0.341
201802,30230,대전광역시 대덕구,7.339291,2,1,1762,155,,,382,177,4390,9630,1205,441,9965137763,33000,6715773066,1776.205,172.1832,114.7888,465.1967,1463375,119231,51751,105458.5,103.2,"1,792","2,199",-407,12.9,37,57,186199,0.15
201802,31110,울산광역시 중구,5.112411,0,0,1489,982,8,1135,165,453,1380,14173,1287,681,9226302206,347240,10783720246,1717.804,164.1214,142.2385,560.7481,1639925,94594.5,48888,124026,103.8,"2,024","3,039","-1,015",11.9,29,76,237054,0.427
201802,31140,울산광역시 남구,9.588975,0,0,2283,2414,1972,1785,4891,308,5876,33570,7015,1304,28417201680,25714790,25184432881,9780.085,1294.173,834.4008,1697.183,2960143,201036.5,86457,215453,104.2,"3,564","4,374",-810,9.6,28,110,334304,0.301
201802,31170,울산광역시 동구,10.87823,0,0,7366,130,61,,385,47,699,6822,1426,604,5634658869,256000,11746759551,11097.12,1029.32,518.4167,1536.467,706342,71841,37086,95151,110.5,"1,511","2,360",-849,9.4,30,61,168126,-0.211
201802,31200,울산광역시 북구,13.88088,0,0,2598,528,74,182,41,105,2290,15274,992,4170,8870665931,,11393457906,4874.95,395.4414,291.7191,528.3357,1337214,80584,38465,104783,107.4,"3,717","2,593","1,124",7.0,23,79,203100,0.319
201802,31710,울산광역시 울주군,10.71257,0,0,8139,2544,1556,61,844,2871,1990,18374,3549,5973,12010847374,,9674762255,9975.957,846.568,460.533,1517.05,1791132,122209.5,57330,157118.5,106.7,"2,187","2,184",3,12.5,28,83,220567,0.324
201802,36110,세종시,6.305186,0,0,5111,1032,1315,3967,1482,1408,1761,46430,2336,1305,17231928685,260400,13103593559,3322.778,259.6709,196.6439,1623.573,1537319,144459,75131,185458,99.4,"9,837","5,140","4,697",9.5,30,133,288079,0.426
201802,41111,수원시 장안구,11.79659,0,0,5065,1666,1648,1717,1051,172,5236,23968,936,2125,11923079666,3455470,14261435275,5644.722,589.225,360.5304,1525.528,2401011,118636,43841,123207,101.4,"4,377","4,663",287,9.4,38,99,300477,0.154
201802,41113,수원시 권선구,8.85716,0,0,750,215,11,1640,780,3874,26266,36194,2780,3032,23539115904,36303855,19527114011,7745.156,879.5068,577.1763,2141.049,2586231,152131,56938,164010,101.4,"4,377","4,663",287,9.4,59,169,300477,0.172
201802,41115,수원시 팔달구,12.24031,0,0,1397,7742,222,6832,1674,745,9285,55725,17792,1800,38363391710,326578209,9689139080,19954.55,3374.349,2430.455,4462.569,3913543,213521,52052,124666.5,101.4,"4,377","4,663",287,9.4,32,81,300477,0.273
201802,41117,수원시 영통구,17.38297,0,0,6033,245,17,4118,1863,599,22782,62713,1434,1084,22456344332,55288710,16266018479,10008.69,915.9416,678.2605,1988.405,2756527,153282.5,69916,183571.5,101.4,"4,377","4,663",287,9.4,41,187,300477,0.359
201802,41131,성남시 수정구,8.525307,0,0,788,926,307,1810,42,820,1736,25047,3495,1411,13938839456,4665000,8783436265,6520.822,622.188,427.7543,2175.228,2121074,116067,44317,125559,98.1,"4,530","4,757",-227,12.0,38,88,322323,0.371
201802,41133,성남시 중원구,10.38334,0,0,1165,153,62,665,8,354,8956,7773,1821,1261,12583234114,2720600,9263147562,3015.318,398.8367,260.2339,1046.593,1649396,129269,43036,111709.5,98.1,"4,530","4,757",-227,12.0,43,89,322323,0.312
201802,41135,성남시 분당구,17.32445,0,0,8261,1145,1052,9886,2687,7230,8187,139617,6222,3534,184350407784,228245806,33890921378,14960.79,1173.047,1061.963,3281.42,5543136,200410,84385,274155,98.1,"4,530","4,757",-227,12.0,41,179,322323,0.312
201802,41150,의정부시,9.587323,0,0,1122,570,137,7455,163,2079,5953,46616,3767,1720,19028464244,14257900,26401466401,3418.377,372.7021,232.9388,988.0488,2584540,194792.5,69398,184352,97.3,"5,879","5,400",479,13.3,57,146,442712,0.175
201802,41171,안양시 만안구,5.845312,0,0,7720,3250,,1108,446,1021,5120,12563,2968,1623,11218834652,12779870,11191263752,6386.15,823.3344,537.8804,1507.481,2416264,125471.5,45269,125104,98.5,"3,214","4,000",-786,11.1,36,102,292584,0.19
201802,41173,안양시 동안구,13.37527,0,0,1691,89,752,3748,266,1578,8237,40173,1219,2964,27950282652,21111400,18582728881,5582.317,488.1607,350.3546,964.643,2676170,141015,51632,141347.5,98.5,"3,214","4,000",-786,11.1,53,126,292584,0.238
201802,41190,부천시,9.093599,0,0,7236,1810,10383,5268,3822,1367,9590,67211,7307,2498,12991896431,20814550,16027140049,17396.72,1716.869,1310.007,4567.141,4693122,342846,130333,361938.5,99.5,"11,808","11,494",314,11.0,114,322,851812,0.247
201802,41210,광명시,7.081965,0,0,5903,327,7,3433,425,5696,67185,31263,1679,1477,25454936097,6701180,17948649628,6004.815,520.1406,498.1628,1567.748,2573130,117257,41755,108220,98.1,"4,098","5,280","-1,182",11.7,61,133,330623,0.292
201802,41220,평택시,13.3926,0,0,4816,1208,434,5004,664,2394,5698,64750,7523,3216,40169332002,297195047,41407225740,20954.84,1947.993,1423.646,7166.564,2043276,217080.5,98266,254971.5,105.1,"8,198","6,863","1,335",11.6,74,199,484169,0.422
201802,41250,동두천시,7.533704,2,1,713,191,1064,295,663,400,824,7502,727,196,3413285596,11403947,4750191389,5012.319,254.1037,164.42,2085.975,568288,49052.5,17948,42840,99.2,"1,165","1,281",-116,17.6,16,32,96884,0.087
201802,41271,안산시 상록구,12.11553,0,0,3199,637,1313,662,449,1932,4806,19367,2832,1935,15075859065,3292260,21407408422,5716.704,758.1689,437.1923,2069.746,1635393,149593.5,62671,165385.5,105.4,"3,214","5,379","-2,166",9.0,101,143,335785,0.218
201802,41273,안산시 단원구,14.1142,0,0,10427,211,995,5809,2283,6253,3383,34188,10886,5396,32356275003,50273490,29650947015,19069.62,2483.435,1720.977,4838.886,2847817,208866,69944,175878.5,105.4,"3,214","5,379","-2,166",9.0,64,125,335785,0.173
201802,41281,고양시 덕양구,7.954872,0,0,1518,7171,2583,3806,4382,9615,138298,60457,1750,3736,27696206215,125407020,22486779969,13874.73,727.6446,430.7656,1950.088,3719230,157941,63441,181188,96.4,"4,218","4,308",-90,11.6,70,139,347143,0.245
201802,41285,고양시 일산동구,11.08384,0,0,8508,1339,121,8091,590,2432,18359,81303,5226,3480,29339243032,27343500,15798403465,7222.304,639.0789,470.4001,1470.594,4113977,145547.5,55188,161115.5,96.4,"4,218","4,308",-90,11.6,41,91,347143,0.212
201802,41287,고양시 일산서구,8.345995,0,0,515,67,12281,2208,37295,2646,14870,37869,2008,2200,19853784161,4541210,14426749816,9702.283,717.888,712.4904,1778.527,2910803,106211,41664,120851.5,96.4,"4,218","4,308",-90,11.6,32,82,347143,0.238
201802,41290,과천시,10.44502,0,0,2292,316,8350,219,9331,4997,373,9410,296,885,3292797168,1854200,2128294327,2250.012,109.3226,35.59341,238.9843,1064714,19705,8722,26428.5,95.6,862,922,-60,13.1,7,17,57346,0.346
201802,41310,구리시,6.776896,0,0,3500,1614,94,1469,196,760,26575,25855,2025,1837,14309794318,811900,9977030317,2635.202,252.3792,127.3264,507.032,2568290,105749,37037,120491,98.6,"2,511","2,666",-155,11.3,26,78,200250,0.24
201802,41360,남양주시,5.851931,0,0,4529,6407,1245,3786,3561,7797,3137,118891,6139,6377,21523271053,16717390,36036706787,6833.217,697.5968,441.7215,2238.235,3302887,266721,109004,315364,99.7,"10,735","8,262","2,473",12.3,132,208,669553,0.246
201802,41370,오산시,10.27644,0,0,1724,2157,28,910,230,423,3363,26874,1905,1061,11928101913,10112530,15144856733,4969.916,489.5421,377.7988,1423.397,1375665,98070,40768,128061.5,105.8,"4,044","3,373",671,8.2,41,108,214852,0.248
201802,41390,시흥시,14.30908,0,0,23454,958,231,4082,1178,5332,33702,40432,3888,3194,24468279024,97950980,34226217033,12474.56,1811.869,1211.67,4015.417,2699613,191971.5,75698,214613,110,"9,850","5,740","4,110",8.2,80,187,427169,0.252
201802,41410,군포시,11.38462,0,0,1878,221,30,606,56,771,4497,11199,1107,1975,11924865285,2930410,15846643793,4133.537,482.8154,323.3952,1254.864,1386704,108129,42434,113827,98.7,"3,314","4,234",-920,10.9,37,101,279812,0.221
201802,41430,의왕시,10.65371,0,0,6790,1742,85,,1064,870,155,27032,577,2480,7567508543,,5462047664,2550.101,263.8036,164.5227,714.8226,1309399,58796.5,23576,60588.5,99.8,"1,387","1,944",-557,11.9,24,49,154983,0.259
201802,41450,하남시,4.297303,0,0,3325,645,4394,483,262,4388,90870,45127,1117,2531,18261449255,14080600,13356943706,3686.286,263.8109,226.1236,751.39,2468753,97573,39277,108272.5,101.1,"5,477","3,307","2,170",11.6,27,103,236653,0.315
201802,41461,용인시 처인구,9.000237,0,0,2850,3399,19498,1647,1645,24187,2038,29003,18296,3572,15569094764,11846920,16754958012,22597.2,1102.912,922.3348,1608.53,2133114,175378,63399,151291,98.7,"5,124","4,668",456,11.7,39,95,335921,0.191
201802,41463,용인시 기흥구,12.54065,0,0,1498,11654,136,1341,7528,9534,3127,51802,4471,1722,23733239366,2317090,17402920912,9276.368,1151.342,590.7121,2630.857,2966201,176753.5,80829,225851.5,98.7,"5,124","4,668",456,11.7,41,136,335921,0.21
201802,41465,용인시 수지구,15.20794,0,0,1569,963,660,2709,20,224,1289,45202,871,2046,13416571917,8395000,14542443844,4253.518,511.8054,345.8145,1489.308,1927412,125202,52570,164549,98.7,"5,124","4,668",456,11.7,22,102,335921,0.232
